label,trade_id,entry_time,exit_time,entry_price,exit_price,qty,pnl,return_pct,days_held,entry_reason,exit_reason,regime
candidate,1,1554926400000,1556424000000,5193.252696,5301.264757,0.82778933,82.828736,2.079854,17.333333,vdo_trend_accel,trailing_stop,AnalyticalRegime.NEUTRAL
candidate,2,1556496000000,1558065600000,5518.099381,7336.597896,1.65208461,2986.132394,32.955161,18.166667,vdo_trend_accel,trailing_stop,AnalyticalRegime.NEUTRAL
candidate,3,1558238400000,1559606400000,7927.381621,8107.546369,1.5638393,262.730364,2.272689,15.833333,vdo_trend_accel,trailing_stop,AnalyticalRegime.SHOCK
candidate,4,1559793600000,1561651200000,7885.994253,11818.172958,1.62024328,6342.363635,49.862815,21.5,vdo_trend_accel,trailing_stop,AnalyticalRegime.BULL
candidate,5,1562126400000,1562904000000,11441.570188,11178.323287,1.29427284,-362.415015,-2.300793,9.0,vdo_trend_accel,trailing_stop,AnalyticalRegime.SHOCK
candidate,6,1563436800000,1563897600000,10544.362849,9920.661893,1.13018786,-721.717568,-5.915018,5.333333,vdo_trend_accel,trailing_stop,AnalyticalRegime.SHOCK
candidate,7,1564027200000,1565481600000,9880.437531,11297.933587,1.76363081,2470.051646,14.346491,16.833333,vdo_trend_accel,trailing_stop,AnalyticalRegime.CHOP
candidate,8,1565971200000,1566403200000,10333.082878,9976.785727,1.9242692,-714.408666,-3.448121,5.0,vdo_trend_accel,trailing_stop,AnalyticalRegime.BULL
candidate,9,1566576000000,1568001600000,10186.447343,10289.922355,1.90966678,168.127309,1.015811,16.5,vdo_trend_accel,trailing_stop,AnalyticalRegime.CHOP
candidate,10,1568246400000,1569355200000,10244.807435,8353.720011,1.94659616,-3705.575504,-18.458985,12.833333,vdo_trend_accel,fixed_stop,AnalyticalRegime.CHOP
candidate,11,1569456000000,1572580800000,8244.600159,9055.058146,1.87593239,1494.884373,9.830167,36.166667,vdo_dip_buy,trailing_stop,AnalyticalRegime.NEUTRAL
candidate,12,1572652800000,1574352000000,9230.520381,7623.800478,1.80301376,-2917.556823,-17.406602,19.666667,vdo_trend,fixed_stop,AnalyticalRegime.BULL
candidate,13,1579248000000,1581883200000,9180.430241,9736.166526,1.5754313,852.516344,6.053488,30.5,vdo_trend_accel,trailing_stop,AnalyticalRegime.NEUTRAL
candidate,14,1582041600000,1583697600000,9829.719782,8273.23056,1.62071525,-2542.738646,-15.834523,19.166667,vdo_trend_accel,fixed_stop,AnalyticalRegime.BULL
candidate,15,1583899200000,1584014400000,7935.52378,6058.207246,0.91257231,-1721.479906,-23.657122,1.333333,vdo_trend_accel,fixed_stop,AnalyticalRegime.NEUTRAL
candidate,16,1588320000000,1589083200000,9182.425837,8614.109426,0.11287813,-65.609011,-6.189175,8.833333,vdo_trend,trailing_stop,AnalyticalRegime.NEUTRAL
