candidate_trade_id,baseline_trade_id,entry_time,cand_exit_time,base_exit_time,cand_pnl,base_pnl,delta_pnl,cand_return_pct,base_return_pct
36,43,1632326400000,1634860800000,1632873600000,15335.364219,-3027.140173,18362.504392,42.235719,-6.179493
37,45,1635134400000,1636718400000,1636718400000,772.11832,880.602129,-108.483809,1.675318,1.675318
38,46,1636963200000,1638604800000,1638576000000,-10623.40678,-5976.726692,-4646.680088,-20.868146,-10.217961
39,47,1639267200000,1641528000000,1639411200000,-6297.046759,-2034.027916,-4263.018843,-15.355201,-4.591497
40,49,1680163200000,1681718400000,1681718400000,1615.562995,2158.779909,-543.216914,4.773479,4.773479
41,50,1681819200000,1688803200000,1681948800000,1253.478086,-1539.404126,2792.882212,3.521561,-5.400927
42,54,1688918400000,1692374400000,1690200000000,-5873.859778,-2158.27001,-3715.589768,-15.138525,-4.472907
43,56,1692460800000,1693512000000,1693512000000,-94.089998,-121.689525,27.599527,-0.12988,-0.12988
44,57,1696219200000,1699963200000,1699963200000,7875.17321,10185.206794,-2310.033584,24.503658,24.503658
45,58,1700064000000,1702324800000,1702324800000,3705.339325,4792.230756,-1086.891431,9.547191,9.547191
46,59,1702483200000,1705118400000,1705118400000,147.960616,191.362074,-43.401457,0.480971,0.480971
47,60,1705420800000,1708732800000,1705953600000,10794.63251,-1687.380213,12482.012723,24.156616,-8.11908
48,62,1708833600000,1709668800000,1709668800000,6438.528002,7946.836753,-1508.308751,12.825613,12.825613
49,63,1710806400000,1712044800000,1712044800000,-943.021791,-1163.936886,220.915094,-1.439799,-1.439799
50,64,1712246400000,1714550400000,1713052800000,-10266.992859,-5950.441129,-4316.55173,-17.278336,-8.154933
53,67,1716825600000,1720065600000,1718107200000,-7739.065744,-2632.90429,-5106.161454,-15.176444,-4.011955
54,71,1720281600000,1721880000000,1720411200000,3718.597004,-2125.147048,5843.744051,9.043255,-4.136764
56,73,1722916800000,1724025600000,1724025600000,824.249221,1277.833218,-453.583998,2.33578,2.33578
57,74,1724126400000,1724774400000,1724774400000,453.577303,703.180701,-249.603398,1.489588,1.489588
58,75,1725062400000,1727712000000,1727712000000,1626.658851,2521.808528,-895.149678,4.336804,4.336804
59,76,1728028800000,1729684800000,1729684800000,2513.034205,3895.955865,-1382.92166,6.222257,6.222257
60,77,1729800000000,1730448000000,1730448000000,873.33255,1353.927083,-480.594533,2.191045,2.191045
61,78,1730692800000,1732464000000,1732464000000,15464.435736,23974.508182,-8510.072445,36.080059,36.080059
62,79,1732723200000,1733774400000,1733774400000,348.791692,540.731613,-191.939921,0.763097,0.763097
63,80,1733932800000,1734566400000,1734566400000,-943.416881,-1462.578792,519.161911,-1.447035,-1.447035
64,81,1734825600000,1736280000000,1736280000000,164.600764,255.180495,-90.579731,0.431312,0.431312
65,82,1736539200000,1737633600000,1737633600000,3394.352452,5262.263171,-1867.910719,6.016748,6.016748
66,83,1737734400000,1740470400000,1738526400000,-9356.330778,-6473.199948,-2883.13083,-15.200321,-6.700265
68,86,1741176000000,1744012800000,1741320000000,-8367.954966,-2998.413605,-5369.541362,-16.262405,-3.965516
69,88,1745208000000,1746403200000,1746403200000,2729.579137,4998.203768,-2268.62463,6.712441,6.712441
70,89,1746561600000,1748174400000,1748174400000,4909.324889,8989.593239,-4080.26835,11.103106,11.103106
71,90,1748880000000,1752566400000,1752566400000,5404.234606,9895.835369,-4491.600763,10.891886,10.891886
72,91,1753084800000,1760112000000,1754078400000,-78.804042,-4864.348525,4785.544483,0.004055,-4.777157
73,96,1760284800000,1763121600000,1760630400000,-8260.181955,-4422.985285,-3837.19667,-15.293944,-5.152269
