window_id,test_start,test_end,candidate_score,baseline_score,delta_harsh_score,candidate_cagr_pct,baseline_cagr_pct,candidate_max_dd_pct,baseline_max_dd_pct,candidate_sharpe,baseline_sharpe,candidate_trades,baseline_trades
0,2024-07-01,2025-01-01,243.6548,243.6548,0.0,88.78,88.78,10.52,10.52,2.1271,2.1271,10,10
1,2025-01-01,2025-07-01,-1000000.0,-1000000.0,0.0,-7.64,-7.64,25.39,25.39,-0.0883,-0.0883,9,9
