candidate_trade_id,baseline_trade_id,entry_time,cand_exit_time,base_exit_time,cand_pnl,base_pnl,delta_pnl,cand_return_pct,base_return_pct
36,36,1619323200000,1620172800000,1620172800000,1591.864629,1591.864629,0.0,3.214751,3.214751
37,37,1620302400000,1620936000000,1620936000000,-2922.661993,-2922.661993,0.0,-16.408693,-16.408693
38,38,1621497600000,1621785600000,1621785600000,-1805.414519,-1805.414519,0.0,-16.081681,-16.081681
39,39,1627689600000,1629345600000,1629345600000,635.671924,635.671924,0.0,3.370796,3.370796
40,40,1629403200000,1629979200000,1629979200000,-706.72177,-706.72177,0.0,-1.462758,-1.462758
41,41,1630080000000,1631073600000,1631073600000,-2445.78067,-2445.78067,0.0,-4.680053,-4.680053
42,42,1631347200000,1632124800000,1632124800000,-128.164675,-128.164675,0.0,-0.673854,-0.673854
43,43,1632326400000,1632873600000,1632873600000,-3027.140173,-3027.140173,0.0,-6.179493,-6.179493
44,44,1633075200000,1634860800000,1634860800000,13265.525663,13265.525663,0.0,29.373973,29.373973
45,45,1635134400000,1636718400000,1636718400000,880.602129,880.602129,0.0,1.675318,1.675318
46,46,1636963200000,1638576000000,1638576000000,-5976.726692,-5976.726692,0.0,-10.217961,-10.217961
47,47,1639267200000,1639411200000,1639411200000,-2034.027916,-2034.027916,0.0,-4.591497,-4.591497
48,48,1640419200000,1641528000000,1641528000000,-4038.590571,-4038.590571,0.0,-15.756543,-15.756543
49,49,1680163200000,1681718400000,1681718400000,2158.779909,2158.779909,0.0,4.773479,4.773479
50,50,1681819200000,1681948800000,1681948800000,-1539.404126,-1539.404126,0.0,-5.400927,-5.400927
51,51,1682179200000,1682956800000,1682956800000,617.212104,617.212104,0.0,1.66211,1.66211
52,52,1683187200000,1686801600000,1686801600000,-4913.52587,-4913.52587,0.0,-9.947647,-9.947647
53,53,1687233600000,1688803200000,1688803200000,2877.905482,2877.905482,0.0,6.788777,6.788777
54,54,1688918400000,1690200000000,1690200000000,-2158.27001,-2158.27001,0.0,-4.472907,-4.472907
55,55,1690560000000,1692288000000,1692288000000,-2278.295646,-2278.295646,0.0,-5.062707,-5.062707
56,56,1692460800000,1693512000000,1693512000000,-121.689525,-121.689525,0.0,-0.12988,-0.12988
57,57,1696219200000,1699963200000,1699963200000,10185.206794,10185.206794,0.0,24.503658,24.503658
58,58,1700064000000,1702324800000,1702324800000,4792.230756,4792.230756,0.0,9.547191,9.547191
59,59,1702483200000,1705118400000,1705118400000,191.362074,191.362074,0.0,0.480971,0.480971
60,60,1705420800000,1705953600000,1705953600000,-1687.380213,-1687.380213,0.0,-8.11908,-8.11908
61,61,1706126400000,1708732800000,1708732800000,12374.577978,12374.577978,0.0,23.236744,23.236744
62,62,1708833600000,1709668800000,1709668800000,7946.836753,7946.836753,0.0,12.825613,12.825613
63,63,1710806400000,1712044800000,1712044800000,-1163.936886,-1163.936886,0.0,-1.439799,-1.439799
64,64,1712246400000,1713052800000,1713052800000,-5950.441129,-5950.441129,0.0,-8.154933,-8.154933
65,65,1713312000000,1714147200000,1714147200000,155.534839,155.534839,0.0,0.386941,0.386941
66,66,1714449600000,1716494400000,1716494400000,4941.267095,4941.267095,0.0,7.511081,7.511081
67,67,1716825600000,1718107200000,1718107200000,-2632.90429,-2632.90429,0.0,-4.011955,-4.011955
68,68,1718280000000,1718740800000,1718740800000,-2212.68357,-2212.68357,0.0,-4.367541,-4.367541
69,69,1719043200000,1719230400000,1719230400000,-2838.285015,-2838.285015,0.0,-4.9798,-4.9798
70,70,1719446400000,1720065600000,1720065600000,-2245.782607,-2245.782607,0.0,-3.556614,-3.556614
71,71,1720281600000,1720411200000,1720411200000,-2125.147048,-2125.147048,0.0,-4.136764,-4.136764
72,72,1721145600000,1722369600000,1722369600000,-413.539517,-413.539517,0.0,-0.545968,-0.545968
73,73,1722916800000,1724025600000,1724025600000,1277.833218,1277.833218,0.0,2.33578,2.33578
74,74,1724126400000,1724774400000,1724774400000,703.180701,703.180701,0.0,1.489588,1.489588
75,75,1725062400000,1727712000000,1727712000000,2521.808528,2521.808528,0.0,4.336804,4.336804
76,76,1728028800000,1729684800000,1729684800000,3895.955865,3895.955865,0.0,6.222257,6.222257
77,77,1729800000000,1730448000000,1730448000000,1353.927083,1353.927083,0.0,2.191045,2.191045
78,78,1730692800000,1732464000000,1732464000000,23974.508182,23974.508182,0.0,36.080059,36.080059
79,79,1732723200000,1733774400000,1733774400000,540.731613,540.731613,0.0,0.763097,0.763097
80,80,1733932800000,1734566400000,1734566400000,-1462.578792,-1462.578792,0.0,-1.447035,-1.447035
81,81,1734825600000,1736280000000,1736280000000,255.180495,255.180495,0.0,0.431312,0.431312
82,82,1736539200000,1737633600000,1737633600000,5262.263171,5262.263171,0.0,6.016748,6.016748
83,83,1737734400000,1738526400000,1738526400000,-6473.199948,-6473.199948,0.0,-6.700265,-6.700265
84,84,1738699200000,1740470400000,1740470400000,-7941.495924,-7941.495924,0.0,-8.962153,-8.962153
85,85,1740686400000,1741075200000,1741075200000,-2095.885804,-2095.885804,0.0,-2.477606,-2.477606
86,86,1741176000000,1741320000000,1741320000000,-2998.413605,-2998.413605,0.0,-3.965516,-3.965516
87,87,1743264000000,1743926400000,1743926400000,168.671413,168.671413,0.0,0.45712,0.45712
88,88,1745208000000,1746403200000,1746403200000,4998.203768,4998.203768,0.0,6.712441,6.712441
89,89,1746561600000,1748174400000,1748174400000,8989.593239,8989.593239,0.0,11.103106,11.103106
90,90,1748880000000,1752566400000,1752566400000,9895.835369,9895.835369,0.0,10.891886,10.891886
91,91,1753084800000,1754078400000,1754078400000,-4864.348525,-4864.348525,0.0,-4.777157,-4.777157
92,92,1754251200000,1755273600000,1755273600000,757.316706,757.316706,0.0,0.933335,0.933335
93,93,1755734400000,1756152000000,1756152000000,-2993.147731,-2993.147731,0.0,-2.920724,-2.920724
94,94,1756324800000,1758427200000,1758427200000,3540.086164,3540.086164,0.0,3.952769,3.952769
95,95,1758715200000,1760112000000,1760112000000,6821.423732,6821.423732,0.0,7.368038,7.368038
96,96,1760284800000,1760630400000,1760630400000,-4422.985285,-4422.985285,0.0,-5.152269,-5.152269
97,97,1760846400000,1761782400000,1761782400000,297.877879,297.877879,0.0,0.461013,0.461013
98,98,1762372800000,1763064000000,1763064000000,-3299.524897,-3299.524897,0.0,-4.965806,-4.965806
