candidate_trade_id,baseline_trade_id,entry_time,cand_exit_time,base_exit_time,cand_pnl,base_pnl,delta_pnl,cand_return_pct,base_return_pct
1,1,1554926400000,1556424000000,1556424000000,82.828736,82.828736,0.0,2.079854,2.079854
2,2,1556496000000,1558065600000,1558065600000,2986.132394,2986.132394,0.0,32.955161,32.955161
3,3,1558238400000,1558569600000,1558569600000,-468.835039,-468.835039,0.0,-3.837558,-3.837558
4,4,1558771200000,1559606400000,1559606400000,-183.307783,-183.307783,0.0,-1.919742,-1.919742
5,5,1559793600000,1561651200000,1561651200000,5899.956284,5899.956284,0.0,49.862815,49.862815
6,6,1562126400000,1562904000000,1562904000000,-337.134997,-337.134997,0.0,-2.300793,-2.300793
7,7,1563436800000,1563897600000,1563897600000,-671.37464,-671.37464,0.0,-5.915018,-5.915018
8,8,1564027200000,1565481600000,1565481600000,2297.754839,2297.754839,0.0,14.346491,14.346491
9,9,1565971200000,1566403200000,1566403200000,-664.575565,-664.575565,0.0,-3.448121,-3.448121
10,10,1566576000000,1567022400000,1567022400000,-945.887627,-945.887627,0.0,-5.804519,-5.804519
11,11,1567209600000,1568001600000,1568001600000,1167.315533,1167.315533,0.0,6.722924,6.722924
12,12,1568246400000,1568865600000,1568865600000,-810.574311,-810.574311,0.0,-4.216064,-4.216064
13,13,1569196800000,1569355200000,1569355200000,-1072.897419,-1072.897419,0.0,-16.779707,-16.779707
14,14,1569528000000,1571054400000,1571054400000,373.70323,373.70323,0.0,2.734199,2.734199
15,15,1572652800000,1573833600000,1573833600000,-1336.593792,-1336.593792,0.0,-8.681892,-8.681892
16,16,1579248000000,1581883200000,1581883200000,903.336015,903.336015,0.0,6.053488,6.053488
17,17,1582041600000,1582704000000,1582704000000,-1209.847453,-1209.847453,0.0,-7.027521,-7.027521
18,18,1582934400000,1583668800000,1583668800000,10.944998,10.944998,0.0,0.22314,0.22314
19,19,1583899200000,1584000000000,1584000000000,-599.721088,-599.721088,0.0,-6.940866,-6.940866
20,20,1588320000000,1589083200000,1589083200000,-84.695368,-84.695368,0.0,-6.189175,-6.189175
21,21,1589731200000,1589990400000,1589990400000,-490.015301,-490.015301,0.0,-4.530217,-4.530217
22,22,1590206400000,1591257600000,1591257600000,680.237865,680.237865,0.0,5.106567,5.106567
23,23,1591315200000,1593288000000,1593288000000,-1094.621318,-1094.621318,0.0,-7.307089,-7.307089
24,24,1593460800000,1596412800000,1596412800000,2730.917459,2730.917459,0.0,20.259938,20.259938
25,25,1597032000000,1598054400000,1598054400000,-530.698969,-530.698969,0.0,-3.25048,-3.25048
26,26,1598256000000,1599148800000,1599148800000,-1378.628866,-1378.628866,0.0,-9.003706,-9.003706
27,27,1599379200000,1600704000000,1600704000000,193.952168,193.952168,0.0,1.536935,1.536935
28,28,1601107200000,1603958400000,1603958400000,3215.991699,3215.991699,0.0,22.279054,22.279054
29,29,1604131200000,1606377600000,1606377600000,4595.158511,4595.158511,0.0,26.462687,26.462687
30,30,1606564800000,1607472000000,1607472000000,264.953824,264.953824,0.0,1.380975,1.380975
31,31,1607745600000,1610352000000,1610352000000,18635.55214,18635.55214,0.0,85.881037,85.881037
32,32,1610553600000,1611115200000,1611115200000,-1067.429744,-1067.429744,0.0,-3.923149,-3.923149
33,33,1611374400000,1614052800000,1614052800000,12525.236468,12525.236468,0.0,39.591431,39.591431
34,34,1614643200000,1615867200000,1615867200000,2312.273972,2312.273972,0.0,4.884412,4.884412
35,35,1616256000000,1618675200000,1618675200000,1643.343291,1643.343291,0.0,3.4003,3.4003
