metric,v10,v12_legacy,abs_diff,tolerance,match
final_nav,96908.669999999998254,96908.669999999998254,0.000000000000000,0.000000001000000,TRUE
trades,98.000000000000000,98.000000000000000,0.000000000000000,0.000000001000000,TRUE
MDD,35.899999999999999,35.899999999999999,0.000000000000000,0.000000001000000,TRUE
score,91.041600000000017,91.041600000000017,0.000000000000000,0.000000001000000,TRUE
